Reporting Period	Peer Group Description	Peer Group	UBPSE015	UBPSE008	UBPSE029	UBPS7414	UBPSE023	UBPSD486	UBPSE012	UBPSE018	UBPSE024	UBPSE013	UBPSE019	UBPSE541	UBPSE027	UBPS7408	UBPSE010	UBPSK447	UBPSE007	UBPSE016	UBPSE021	UBPSE542	UBPSE003	UBPSE006	UBPSE022	UBPSE028	UBPSE011	UBPS7316	UBPSE002	UBPSE014	UBPSJ248	UBPSE005	UBPSE020	UBPSE017	UBPS7402	UBPSE004	UBPSE025	UBPSE009	UBPSE001	UBPSE026	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Nevada	NVCOM	45.6618	-0.1583	15.1042	2.2186	1.8690	17.8928	4.7499	4.2034	52.1641	6.2848	0.0353	0.1945	9.0737	5.8059	6.2848	-304.0801	7.4806	4.5479	6.0512	2.0241	4.0363	0.0493	2.0443	69.1071	6.3240	7.3861	0.3268	93.5601	0.0000	22.8155	6.8491	0.3445	31.6330	26.3092	3.0543	7.3223	4.3631	15.5265	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in New Hampshire	NHCOM	69.9082	0.0535	35.5664	0.6481	1.0353	18.7785	-0.4465	3.2521	68.4622	-0.4465	0.0349	0.0000	5.1947	2.2660	-0.4465	-4.2167	-0.2367	3.7078	21.8606	0.6481	3.0909	0.3322	1.0353	10.2235	-0.1374	5.6189	0.4366	94.9612	0.0000	3.3041	18.3399	0.4556	68.9422	0.3087	0.8882	-0.1832	3.5275	8.0090	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in New Jersey	NJCOM	77.0987	0.0130	28.4049	1.3645	1.3937	9.3860	0.5216	3.4312	71.9988	0.5564	0.0937	0.0214	10.1667	9.6958	0.5602	2.3766	0.8164	4.0567	38.7828	1.3241	3.2591	0.1096	1.4323	30.1471	0.5979	8.8758	0.5854	95.4209	0.0034	3.1031	27.4489	0.6135	16.6016	0.6677	3.8143	0.8342	3.8557	17.0030	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in New Mexico	NMCOM	66.9604	0.0357	8.7100	1.2227	1.7874	10.2117	0.9024	3.8243	47.0826	1.1265	0.0290	0.1231	4.5235	6.5303	1.1265	-5.8736	1.3194	4.0980	78.4570	1.0048	3.5628	0.0941	1.8113	8.2786	1.1882	1.6423	0.2423	92.9887	0.0000	2.9032	150.0124	0.2624	71.6644	0.6703	2.1761	1.3708	3.8168	9.1988	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in New York	NYCOM	73.1065	0.0102	26.0355	0.8972	1.1940	10.2391	0.7321	3.1449	55.7469	0.7403	0.0613	0.0770	12.9671	8.1003	0.7405	0.6264	1.1084	3.5515	22.4528	0.7775	2.9893	0.0926	1.1953	27.0978	0.8065	10.4257	0.3667	95.5153	0.0000	2.4848	41.4634	0.3847	23.5773	0.6239	4.9053	1.1313	3.3772	6.0349	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in North Carolina	NCCOM	75.5510	0.0146	23.0534	1.1390	1.2640	10.1932	0.6414	3.6947	69.1431	0.6506	0.0632	0.0684	11.2676	9.9101	0.6510	7.4206	0.9586	4.1306	15.5019	1.0240	3.4076	0.0455	1.2961	25.0669	0.6473	8.5582	0.3834	92.1811	0.0002	3.2676	17.6424	0.4151	34.0242	0.7450	3.1489	0.9736	3.8095	13.8933	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in North Dakota	NDCOM	72.3259	0.0208	46.1478	0.7023	1.3159	9.8200	0.9969	3.9094	65.2965	1.2364	0.0280	0.1692	6.9977	6.1193	1.2364	-0.5964	1.4753	4.2705	65.3930	0.4918	3.6457	0.0948	1.3179	-0.9522	1.3284	0.9064	0.3346	93.4042	0.0000	2.5085	115.9891	0.3589	46.0317	0.4247	5.4119	1.5124	3.9826	6.0168	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Ohio	OHCOM	71.5893	0.0194	16.2727	0.9465	1.1683	10.5617	0.8034	3.6625	63.3254	0.8299	0.0574	0.1178	6.0896	4.8732	0.8301	1.1672	1.1464	4.0457	25.0942	0.7447	3.4184	0.0702	1.1719	13.9035	0.8700	4.1555	0.3437	93.7887	0.0002	2.8334	38.8388	0.3678	25.1818	0.5749	4.9492	1.1874	3.7783	7.7531	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Oklahoma	OKCOM	69.4108	0.0195	13.3448	0.8690	1.4317	10.5164	0.9945	4.1439	61.5203	1.3023	0.0674	0.1040	8.8470	5.2314	1.3023	0.0745	1.4613	4.5192	24.0016	0.6954	3.8656	0.1117	1.4427	-13.1910	1.4023	1.5245	0.3365	93.6220	0.0000	3.0428	45.7840	0.3600	34.4035	0.7189	6.5752	1.4988	4.2161	6.5140	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Oregon	ORCOM	69.1751	0.0087	31.8396	0.4591	1.3586	10.6555	0.7555	4.1860	69.0154	0.8014	0.0266	0.0134	10.4146	8.6387	0.8014	-3.8116	1.1437	4.4445	30.7908	0.4147	3.9121	0.0327	1.3712	32.6727	0.8163	9.9075	0.2236	93.5923	0.0000	3.5113	51.1929	0.2397	16.3948	0.5960	5.1521	1.1558	4.1548	8.0421	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Pennsylvania	PACOM	78.0996	0.0312	37.7720	0.9472	1.1419	10.0511	0.7532	3.5022	69.3067	0.7532	0.0946	0.0690	9.4024	4.9317	0.7541	8.7789	1.0547	4.0048	24.6122	0.8323	3.3040	0.1053	1.1448	23.7482	0.8048	5.8520	0.4695	94.4153	0.0007	2.8036	35.2199	0.4968	29.5545	0.5924	4.3878	1.1067	3.7805	9.9270	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Puerto Rico	PRCOM	67.4829	0.0963	7.2452	10.7161	3.8600	14.2320	0.8285	4.6057	68.5515	0.8285	0.9307	4.3639	-6.8084	2.9859	0.8285	10.2665	1.0571	5.2464	6.1559	6.3521	4.3031	0.6990	3.8796	16.4024	0.8691	-4.0377	0.6007	93.4973	0.0000	3.4140	2.9556	0.6406	6.1316	0.8670	4.9882	1.1535	4.9038	44.7725	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	73.9009	0.0000	35.9985	0.6765	2.2446	11.5400	1.3627	3.6697	75.8007	1.3627	0.3228	0.0261	7.8787	7.9146	1.3627	11.7042	2.2058	4.2060	7.5697	0.6504	3.4944	0.4352	2.3898	23.3602	1.5428	4.4661	0.5088	94.6579	0.0000	4.3741	11.9047	0.5363	13.7622	3.5207	7.6771	2.2058	4.0033	9.1219	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	74.6594	0.0254	15.6174	1.3634	1.4449	10.0288	0.6416	3.6894	62.0622	0.6718	0.1548	0.0557	5.3172	6.1315	0.6718	-0.5703	0.9177	4.1011	85.6619	1.2678	3.3523	0.0893	1.4521	28.0066	0.6646	4.8033	0.3527	91.4233	0.0000	3.2559	73.5451	0.3878	22.4839	0.7933	4.3353	0.9555	3.7210	25.9790	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	71.5852	0.0062	10.9595	0.5089	1.3452	10.9909	0.9504	3.8839	62.9034	1.1519	0.0956	0.1640	7.6441	5.2206	1.1526	-2.0478	1.4341	4.3267	25.7728	0.2997	3.5959	0.1148	1.3480	7.3877	1.2306	2.9773	0.3877	92.7780	0.0006	2.6618	73.5089	0.4193	57.8860	0.6672	3.4601	1.4468	4.0056	3.4668	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	74.5075	0.0169	13.5674	1.2674	1.4150	10.4845	0.8819	4.0094	64.8419	0.9599	0.0710	0.1053	8.1963	5.8844	0.9604	3.5140	1.2974	4.4965	28.4741	0.9968	3.6878	0.0738	1.4308	18.9430	0.9812	4.5775	0.4409	92.2219	0.0004	3.0824	44.2156	0.4792	28.8422	0.7030	5.3617	1.3272	4.1347	14.5156	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	65.9857	0.0221	21.6934	0.6222	1.3719	10.3738	0.8833	3.7775	54.5129	1.0596	0.0681	0.0643	8.2723	6.1120	1.0559	-3.4423	1.2762	4.1039	36.0298	0.5004	3.5094	0.1085	1.3790	3.5130	1.1436	2.8736	0.2920	93.2283	0.0004	2.7945	72.8807	0.3139	26.5102	0.6682	6.0964	1.3200	3.8146	4.7344	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	75.3913	0.0027	27.9149	0.9414	1.4570	12.7671	1.3633	5.0266	67.7354	1.4681	0.3284	0.0788	14.9483	9.0367	1.4693	4.9089	2.1341	5.6135	12.5874	0.7893	4.8041	0.3116	1.5902	8.2873	1.5829	10.9842	0.5187	95.0239	0.0010	3.5192	33.8785	0.5423	19.7705	1.2993	4.7896	2.1390	5.3656	10.4629	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	75.2729	0.0498	12.2660	1.5098	1.2099	9.2000	0.8070	3.6999	71.7986	0.8070	0.1523	0.0464	6.6761	5.8228	0.8070	5.1555	1.1088	3.9895	101.0788	1.4633	3.4969	0.0529	1.2127	4.1876	0.7610	5.8337	0.2735	94.5779	0.0000	3.3799	136.6899	0.2895	44.4028	1.0448	4.8564	1.1586	3.7704	12.3498	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	52.0982	0.1012	30.1176	4.8939	1.8020	9.2650	0.7361	3.4921	42.4687	0.8682	0.0327	0.0000	4.3606	2.8523	0.8682	-25.9316	0.9911	3.8328	30.6500	4.8939	3.1583	0.1725	1.8020	106.3588	1.0218	11.9182	0.3026	91.3000	0.0000	2.6937	43.0000	0.3407	0.0000	0.6992	9.1142	1.0923	3.4609	62.1270	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	75.5084	0.0188	8.7283	1.1569	1.2986	10.6638	0.7613	3.8346	70.5218	0.7613	0.1008	0.1294	8.4036	5.4430	0.7628	4.7494	1.0969	4.3465	22.0280	0.9225	3.5811	0.0997	1.3119	2.9579	0.7830	5.5649	0.4797	93.5226	0.0000	3.1001	33.2135	0.5132	24.9012	0.6469	4.3328	1.1267	4.0608	13.2112	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	69.0908	0.0135	8.8183	0.6666	1.5004	10.5839	0.7326	3.8065	67.9328	0.7751	0.0601	0.0377	8.2828	6.0099	0.7751	-7.0859	1.0454	4.1420	17.2619	0.4807	3.5670	0.0407	1.5069	16.7353	0.7712	7.1727	0.3020	93.7368	0.0000	3.1125	20.4050	0.3204	16.2334	0.5905	5.0642	1.0710	3.8855	9.8359	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	69.9393	0.0305	34.3761	1.4829	1.2549	10.8192	0.6897	3.7428	62.7821	0.7121	0.0831	0.1918	4.1350	2.9830	0.7116	1.4240	1.0272	4.1706	15.7402	1.1899	3.4740	0.0961	1.2577	2.7511	0.7388	1.3751	0.3833	93.0317	-0.0004	2.9808	21.2785	0.4130	29.8676	0.6336	3.6597	1.0743	3.8718	15.8221	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	73.1374	0.0063	22.9663	1.1451	1.5442	11.2905	0.8750	3.7014	67.9678	0.9808	0.0463	0.0060	6.2590	4.9695	0.9810	2.5056	1.3302	4.1297	43.9245	1.1237	3.4911	0.0588	1.5479	14.4787	1.0063	4.1521	0.3970	94.3888	0.0000	2.6763	60.5667	0.4208	23.5852	0.5425	5.5912	1.3482	3.8971	13.2484	
3/31/2016 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	69.9236	0.0118	12.6525	0.9551	1.6423	10.1885	0.7772	3.7036	54.6344	0.9411	0.0517	0.0718	7.2600	6.8985	0.9411	-5.0310	1.1226	3.9798	56.7172	0.8066	3.4517	0.0938	1.6529	4.6853	1.0117	2.7647	0.2626	93.8973	0.0000	2.8712	92.5073	0.2822	40.9645	0.5663	3.7833	1.1382	3.7084	8.5552	
3/31/2016 11:59:59 PM	All insured savings banks	SVG	78.6421	0.0170	24.1359	1.1911	1.0433	12.8256	0.5102	3.2511	67.3345	0.5279	0.0455	0.0494	5.6354	4.1607	0.5260	2.7955	0.7137	3.8344	35.9858	1.0048	3.0482	0.0504	1.0544	13.4151	0.5349	3.6611	0.5344	94.1461	0.0005	3.0140	47.2034	0.5694	4.3296	0.5765	3.3633	0.7527	3.5995	9.9802	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Alabama	ALSVG	78.2739	0.0026	35.6545	2.2232	2.1000	12.8366	-0.5873	3.3539	63.5720	-0.5490	-0.0795	0.1779	-7.9521	-6.8695	-0.5490	5.3923	-0.4353	4.1490	9.5527	2.0452	3.0886	0.0314	2.1449	-15.1659	-0.5042	-8.1815	0.7274	92.0233	0.0000	5.6286	-4.6924	0.7951	605.5989	2.1361	-24.6699	-0.4326	3.8160	30.0706	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Alaska	AKSVG	64.3647	0.0501	73.0845	0.6453	1.4280	19.5400	0.9022	3.8468	35.2696	0.9022	0.0000	0.0000	8.3237	5.5574	0.9022	-12.9072	1.3285	3.9356	0.0000	0.6453	3.5564	0.0000	1.4467	146.8508	0.9022	13.1726	0.0821	92.4522	0.0000	2.8066	0.0000	0.0888	0.0000	0.5787	4.6187	1.3786	3.6385	3.3470	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Arizona	AZSVG	27.5888	0.0000	508.4427	0.7151	2.5233	9.8500	43.0287	3.5995	19.7969	43.0287	0.9468	0.3023	-59.8740	-75.5977	43.0287	-120.8934	68.8517	4.0076	2.4111	0.4128	2.8720	0.1989	2.5233	262.5344	43.0287	20.8752	0.3257	79.7898	0.0000	45.2214	347.1037	0.4082	142.1233	111.4000	-156.7178	68.8517	3.1977	2.6627	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Arkansas	ARSVG	86.0347	0.0000	-34.8878	2.7290	1.8899	8.0600	0.9700	4.1994	86.3302	1.4697	0.0760	0.0000	5.1097	-15.0500	1.4697	31.2232	1.4697	5.7656	24.8929	2.7290	4.1074	0.0000	2.1011	29.0268	1.4026	6.4592	1.5319	97.8093	0.0000	5.4095	21.9286	1.5662	0.0000	2.7718	18.6470	1.4697	5.6393	34.8370	
3/31/2016 11:59:59 PM	All Insured Savings Banks in California	CASVG	74.0373	0.3575	-2.0241	0.7860	1.2150	15.4700	1.8536	2.9606	62.5045	1.8841	0.0216	0.0000	7.3887	15.5830	1.8841	1.4849	2.8005	3.4289	129.2578	0.7860	2.8369	-0.0587	1.2348	365.6633	1.8158	9.9121	0.4586	95.3502	0.0000	13.0857	846.8702	0.4682	8.3612	12.9905	5.9085	3.1581	3.2956	18.5627	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Colorado	COSVG	74.5361	0.0019	14.2305	1.3840	1.2069	11.3222	0.4826	3.2193	55.0878	0.4826	0.0022	0.0807	-0.7857	5.7487	0.4826	-6.0841	0.7235	3.6354	6.0235	1.3033	3.0108	0.0139	1.2070	-2.3269	0.5032	5.3132	0.3941	94.0437	0.0000	2.7571	11.0460	0.4161	24.5683	0.4838	2.8889	0.7254	3.4049	11.7487	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Connecticut	CTSVG	76.9377	0.0432	26.6899	1.0049	0.9409	12.6886	0.6637	3.1063	65.3742	0.6637	0.0493	0.0036	7.9992	4.0702	0.6648	10.5091	0.8209	3.5976	37.8262	0.9963	2.9177	0.0664	0.9417	17.1434	0.7005	4.8031	0.4450	93.7742	0.0000	3.5700	36.0809	0.4742	0.0000	2.0582	5.0693	0.8894	3.3760	10.5028	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Delaware	DESVG	52.6616	0.0005	35.7530	1.4257	1.1909	36.0400	2.3579	2.6396	45.3124	2.3579	0.0247	0.0958	13.5072	31.1383	2.3579	9.9667	3.7829	2.8851	56.7567	1.3299	2.3021	0.0255	1.2019	-12.1445	2.3720	32.0106	0.2180	82.7572	0.0000	4.2151	70.5735	0.2455	36.9731	5.7214	3.1817	3.7834	2.5201	9.0647	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Florida	FLSVG	69.6584	0.0311	185.8314	2.9338	1.3707	17.7700	0.5861	3.3756	66.6012	0.5948	-0.0503	1.4725	25.1452	22.9928	0.5948	1.6593	0.7919	3.9413	11.6362	1.4613	3.0753	-0.0028	1.3946	12.1975	0.6209	15.1563	0.5178	91.1656	0.0000	6.5104	11.4633	0.5656	3.1868	4.2242	1.9928	0.8231	3.5931	22.0609	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Georgia	GASVG	74.7023	0.0032	42.1602	1.8431	1.3665	13.5975	0.5494	3.9068	69.7613	0.6330	0.3101	0.0386	4.3995	2.9203	0.6330	-2.2656	0.8051	4.4516	13.8315	1.8044	3.6930	0.0633	1.3983	4.9863	0.4513	3.1844	0.5193	94.9117	0.0000	4.2667	14.8733	0.5449	3.0293	1.4421	4.5360	0.8084	4.2123	26.5714	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Guam	GUSVG	68.7244	0.0000	21.1551	1.8889	0.4750	11.8700	0.1738	5.0607	73.8883	0.1738	0.0507	0.0000	-3.9877	1.7574	0.1738	5.7476	0.2278	5.2203	9.1154	1.8889	4.6420	0.0183	0.4764	57.1591	0.1524	1.4216	0.1463	91.7250	0.0000	5.9414	5.6154	0.1595	0.0000	1.5456	1.4665	0.2278	4.7883	32.2804	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Hawaii	HISVG	86.0253	0.0000	17.4122	1.0077	1.1252	8.7400	0.8424	3.6164	74.8773	0.8424	0.2140	0.0000	4.2216	5.0629	0.8424	5.2345	1.3024	3.8356	5.2791	1.0077	3.3734	0.3168	1.1272	-30.1935	0.9945	7.2602	0.2045	93.2806	0.0000	2.7521	9.8305	0.2193	71.0171	0.9979	2.5963	1.3024	3.5779	12.2288	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Idaho	IDSVG	87.3151	0.0048	-11.1563	0.1634	0.9581	10.7400	0.5894	3.6441	71.7805	0.5894	-0.0429	0.0000	7.9289	5.3695	0.5894	-20.5041	0.8693	3.9308	0.0000	0.1634	3.4499	0.0000	0.9673	-16.7401	0.6206	1.1146	0.2715	94.6721	0.0000	4.0261	0.0000	0.2868	0.0000	1.4455	5.3989	0.8741	3.7214	4.9096	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Illinois	ILSVG	80.6707	0.0103	6.2217	1.7531	1.0674	12.9208	0.2475	3.0544	58.7448	0.2475	0.0838	0.0908	2.0160	3.3464	0.2475	-8.0090	0.3799	3.5765	17.6916	1.5824	2.8721	0.0196	1.0831	11.2487	0.2053	0.7253	0.4858	94.5769	0.0000	3.0932	9.0823	0.5159	0.5285	0.4322	1.2622	0.3871	3.3737	15.9318	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Indiana	INSVG	76.0014	0.0112	-5.9879	1.3500	1.0945	13.7358	0.4797	3.3046	58.1606	0.4797	0.0465	0.0420	1.2765	3.9937	0.4769	-2.6040	0.7027	3.7839	40.8256	1.2714	3.0775	0.0479	1.0979	25.9665	0.5072	1.5205	0.4327	93.2736	0.0000	3.0911	47.6108	0.4630	6.1356	0.8075	3.2109	0.7250	3.5237	10.8269	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Iowa	IASVG	70.7946	-0.0072	25.5063	0.9677	1.4775	11.0250	1.0451	3.2176	53.1596	1.0824	0.0179	0.1406	14.8746	7.5673	1.0824	11.8396	1.6178	3.7151	23.1989	0.8271	3.0670	-0.0024	1.4817	-6.1570	1.0754	10.0420	0.4765	95.4614	0.0000	3.3446	33.9414	0.4975	8.9605	1.8930	10.3867	1.6106	3.5435	6.0244	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Kansas	KSSVG	78.0238	0.1839	48.9981	1.3608	1.0792	16.6545	0.5832	2.7489	54.5338	0.6319	-0.0324	0.0830	3.5367	2.1491	0.6319	-0.6200	0.6224	3.3093	150.4072	1.2777	2.5272	-0.0495	1.0832	63.0954	0.5932	-2.6188	0.5174	93.1290	0.0000	2.4124	1991.9515	0.5603	19.4856	0.4581	2.6990	0.8063	3.0446	7.0051	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Kentucky	KYSVG	74.9394	0.0024	-5.5374	2.0581	1.3772	17.2516	0.0637	3.3722	69.8934	0.1478	0.3012	0.1781	-0.1805	0.9907	0.1478	-5.0290	0.2248	4.0372	7.7766	1.8799	3.2064	0.4422	1.3790	-4.7245	0.3674	-0.9674	0.6359	95.2560	0.0000	2.9761	9.7447	0.6650	16.0470	0.4368	-0.5587	0.2273	3.8423	10.2491	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Louisiana	LASVG	74.8020	0.0189	79.0294	1.2205	1.2084	16.6950	0.6441	3.7457	67.8901	0.7325	0.0347	0.5323	6.5041	3.4317	0.7325	4.3000	0.9353	4.4014	70.9193	0.6881	3.4925	0.1083	1.2194	35.6705	0.8146	4.9362	0.6093	93.2014	0.0000	3.3058	75.6633	0.6556	25.7768	0.8570	2.6908	0.9542	4.1018	10.1739	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Maine	MESVG	79.6958	0.0287	6.8226	0.8989	0.9758	11.1227	0.6017	3.5667	79.9242	0.6017	0.0457	0.0061	4.2513	3.9190	0.6019	16.1793	0.8490	4.1914	28.4416	0.8806	3.3624	0.0843	0.9773	52.3234	0.6440	4.2558	0.5409	94.0886	-0.0002	2.9371	40.7717	0.5748	0.0000	0.4962	5.1701	0.8934	3.9499	12.2141	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Maryland	MDSVG	81.9953	0.0218	0.3858	2.4429	1.0213	14.6057	0.3715	3.1981	67.5034	0.3942	0.0186	0.0645	-0.6174	2.8294	0.3982	-4.1778	0.5420	4.0047	9.4965	2.3487	2.9925	-0.0178	1.0407	26.1050	0.3456	-1.6795	0.7246	93.3756	0.0000	2.7827	14.9384	0.7741	0.0000	0.1965	2.7047	0.5775	3.7511	19.6233	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Massachusetts	MASVG	79.9686	0.0355	13.1400	0.7843	0.9176	10.8209	0.4658	3.1608	74.4313	0.4661	0.0198	0.0094	8.4086	4.9930	0.4623	10.8475	0.6427	3.7248	106.1764	0.7601	2.9818	0.0505	0.9229	23.3093	0.4974	6.4670	0.5361	94.6426	0.0008	2.8740	126.7286	0.5686	0.7048	0.5209	4.1696	0.6956	3.5168	9.0549	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Michigan	MISVG	78.0720	0.0027	184.6001	1.5878	1.5029	13.2236	0.3969	3.2374	69.3257	0.3969	0.1054	0.1771	32.6197	8.5319	0.3969	8.9497	0.7453	3.8686	55.4144	1.4106	3.0227	-0.0701	1.5770	53.0626	0.2608	21.3431	0.5890	93.3633	0.0000	3.2436	14.1178	0.6312	6.5683	0.8960	1.7503	0.7480	3.6118	20.5928	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Minnesota	MNSVG	78.5693	0.0305	62.1069	1.1510	1.2052	11.7200	0.5748	3.6556	68.9445	0.6537	0.0603	0.0149	12.5300	1.6078	0.6537	4.3597	0.8990	4.1691	30.6973	1.1360	3.4143	0.1228	1.2094	-16.9553	0.7440	4.2675	0.4786	93.5896	0.0000	2.8813	23.8319	0.5134	22.9646	0.4890	2.9630	0.9296	3.8930	15.3035	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Mississippi	MSSVG	83.4675	0.0000	29.9492	1.3189	0.6036	14.5200	0.6770	4.2642	73.3812	0.8744	0.3437	0.4690	1.1259	2.5213	0.8744	5.1859	1.0266	5.1427	2.3154	0.8499	4.0355	0.0901	0.6051	2.1941	0.7010	-2.1977	0.8230	93.9204	0.0000	3.3142	5.8936	0.8785	8.6188	0.3955	4.9824	1.0266	4.8585	18.4312	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Missouri	MOSVG	70.6552	0.0056	58.7497	1.3896	1.1093	24.3894	0.3365	2.6715	56.7654	0.3545	-0.0347	0.5171	9.7158	5.2846	0.3545	-6.3108	1.0229	3.2465	31.8400	0.8725	2.4789	0.0747	1.1255	-5.3913	0.4525	4.3905	0.5435	92.2873	0.0000	13.6426	64.0773	0.5750	8.3537	12.2613	-3.9725	1.0285	3.0225	11.1583	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Montana	MTSVG	43.9564	0.0000	-2.0544	0.0216	1.8577	47.4650	0.5829	2.5793	31.0442	0.5829	0.0000	0.0000	5.7760	3.5147	0.5829	1.0338	0.9358	2.7162	0.0000	0.0216	2.4075	0.0000	1.8577	-39.0558	0.5829	0.6680	0.1345	90.2199	0.0000	42.3437	0.0000	0.1369	0.0000	40.8720	1.6995	0.9358	2.5420	0.0392	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Nebraska	NESVG	82.1151	0.1434	3.4639	1.1528	1.7375	11.8714	0.2267	3.0563	66.0262	0.2267	0.0014	0.1892	14.0746	8.5056	0.2267	0.7640	0.1525	3.6598	103.4192	0.9636	2.9152	0.0847	1.7580	24.1809	0.3101	6.1859	0.5805	95.8073	0.0000	3.2462	87.9876	0.6035	0.0000	0.5683	0.9372	0.2959	3.4958	7.0057	
3/31/2016 11:59:59 PM	All Insured Savings Banks in Nevada	NVSVG	89.5518	0.0000	57.1132	0.2750	0.5110	8.5100	0.6740	2.7679	52.4078	0.6740	0.3348	0.0609	8.5664	12.8959	0.6740	21.7068	1.0806	3.1786	1.2041	0.2141	2.7399	0.2867	0.5110	30.0459	0.6399	17.8582	0.4058	99.1021	0.0000	1.6534	1.9026	0.4107	0.0000	0.2808	9.0611	1.0806	3.1457	1.9310	
3/31/2016 11:59:59 PM	All Insured Savings Banks in New Hampshire	NHSVG	80.2284	0.0787	4.0094	0.6998	0.8938	11.4200	0.4766	3.2763	73.8775	0.4766	0.1239	0.0094	6.4514	4.0989	0.4766	11.4473	0.6255	3.7479	30.4967	0.6904	3.0898	0.0789	0.8942	-0.5516	0.4645	4.1544	0.4454	94.3726	0.0000	3.0661	27.6588	0.4716	15.3581	0.6808	3.2604	0.7043	3.5352	7.4859	
3/31/2016 11:59:59 PM	All Insured Savings Banks in New Jersey	NJSVG	81.3210	0.0101	30.8496	1.1961	0.8906	11.6594	0.4022	2.7658	61.9422	0.4022	0.0703	0.0414	10.1263	4.7451	0.4022	7.0805	0.5950	3.4346	34.6176	1.1305	2.5952	0.0571	0.8907	14.7195	0.4256	4.7803	0.6356	94.1880	0.0000	2.2662	84.6362	0.6747	5.2304	0.2485	2.9402	0.6222	3.2189	9.1005	
3/31/2016 11:59:59 PM	All Insured Savings Banks in New Mexico	NMSVG	77.4392	0.0000	24.8422	1.2048	1.1085	11.1200	0.4068	3.4912	56.6878	0.5075	-0.0659	0.0607	4.4815	2.3399	0.5075	18.1711	0.6181	4.0344	12.4457	1.1441	3.2795	-0.0134	1.1419	53.3964	0.5519	7.3444	0.5147	93.9771	0.0000	4.0207	25.3913	0.5432	19.8059	1.3457	2.9917	0.6181	3.7943	8.9382	
3/31/2016 11:59:59 PM	All Insured Savings Banks in New York	NYSVG	77.3320	0.0547	27.0037	1.3472	0.9291	12.2173	0.4625	3.3640	71.3648	0.4675	0.0275	0.0428	8.1317	3.6896	0.4674	5.3685	0.6098	3.9426	118.5542	1.2978	3.1530	0.0594	0.9317	49.4851	0.4807	5.2538	0.5453	94.2043	-0.0001	2.9719	108.8855	0.5797	3.4097	0.5428	3.1534	0.7161	3.6976	11.3023	
